num	app_num	제목	출원인	IPC	CPC
2061	10-2021-7036522	가상 어시스턴트 활성화(VIRTUAL ASSISTANT ACTIVATION)	APPLE	G10L	H04N5/9155
2062	10-2021-7028602	상이한 크로마 포맷을 사용한 삼각 예측 유닛 모드에서의 비디오 코딩(VIDEO CODING IN TRIANGULAR PREDICTION UNIT MODE USING DIFFERENT CHROMA FORMATS)	QLC	H04N	D06P3/005
2063	10-2021-0143722	로봇 청소기(ROBOT CLEANER)	LGE	A47L	A47L2201/04
2064	10-2021-0152581	유기발광 다이오드 표시장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE)	LGD	H01L	H01L2924/3641
2065	10-2021-0141351	사용자 단말 장치 및 그 홈 네트워크 관리 방법(USER TERMINAL DEVICE AND METHOD OF MANAGING HOME NETWORK THEREOF)	SSE	G06F	G06F3/048
2066	10-2021-7036447	통신 시스템에서 전송들의 반복을 위한 자원 할당(RESOURCE ALLOCATION FOR REPETITIONS OF TRANSMISSIONS IN A COMMUNICATION SYSTEM)	SSE	H04L	H04L1/18
2067	10-2021-7035514	매트릭스 기반 인트라 예측 장치 및 방법(MATRIX-BASED INTRA PREDICTION DEVICE AND METHOD)	LGE	H04N	G06F17/3051
2068	10-2021-7035686	이중 접속을 위한 업링크 전송(UPLINK TRANSMISSIONS FOR DUAL CONNECTIVITY)	SSE	H04W	B60K2370/66
2069	10-2021-7034786	HARQ-ACK 코드북을 전송하는 방법, 사용자기기, 장치 및 저장매체, HARQ-ACK 코드북을 수신하는 방법 및 기지국(METHOD FOR TRANSMITTING HARQ-ACK CODEBOOK, USER EQUIPMENT, DEVICE AND STORAGE MEDIUM, METHOD FOR RECEIVING HARQ-ACK CODEBOOK, AND BASE STATION)	LGE	H04L	A61F2/0018
2070	10-2021-7030707	이동하는 이미지 센서를 지지하기 위한 다중 층 플렉셔(MULTIPLE LAYER FLEXURE FOR SUPPORTING A MOVING IMAGE SENSOR)	APPLE	H04N	B65H2511/22
2071	10-2021-0045036	모바일 데이터 스토리지(Mobile Data Storage)	SSE	G11C	E04G21/1891
2072	10-2021-7031325	AI 시스템 및 AI 시스템의 동작 방법(AI SYSTEM AND OPERATION METHOD OF AI SYSTEM)	SEL	G06F	G06N99/005
2073	10-2020-0053387	마스크 조립체의 제조장치, 마스크 조립체의 제조방법, 및 표시 장치의 제조방법(Apparatus for manufacturing mask assembly, method for manufacturing mask assembly and method for manufacturing display device)	SSD	H01L	H01J9/142
2074	10-2020-0053244	이미지 센서(IMAGE SENSOR)	SSE	H04N	G03B27/10
2075	10-2020-0053386	디스플레이 장치 및 그 제조 방법(Display apparatus and manufacturing the same)	SSD	H01L	G02F1/13458
2076	10-2020-0053356	표시 장치(Display device)	SSD	H01L	G02F1/1345
2077	10-2020-0048876	노광 각도가 조절된 근접장 패터닝을 이용한 나노구조의 조절 및 제작(METHOD OF FABRICATION AND CONTROL OF NANOSTRUCTURE ARRAY BY ANGLE-RESOLVED EXPOSURE IN PROXIMITY-FIELD NANOPATTERNING)	SSE	G03F	G01N2203/0286
2078	10-2020-0053375	게이트 검사부 및 이를 포함하는 표시 장치(GATE TESTING PART AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	G09G	G09G3/006
2079	10-2021-7031599	경쟁 기반 업링크 데이터 송신 방법, 사용자 장치, 기지국, 장치 및 매체(METHOD, USER EQUIPMENT, BASE STATION, DEVICE AND MEDIUM FOR CONTENTION-BASED UPLINK DATA TRANSMISSION)	SSE	H04W	B60K2370/66
2080	10-2021-7030129	APPLE리케이션들과 관련된 태스크 러닝을 위한 방법, 전자 장치 및 저장 매체(METHOD AND SYSTEM FOR LEARNING AND ENABLING COMMANDS VIA USER DEMONSTRATION)	SSE	G06F	C01B17/925
2081	10-2020-0053180	불휘발성 메모리 장치, 불휘발성 메모리 장치를 포함하는 스토리지 장치, 그리고 불휘발성 메모리 장치의 동작 방법(NONVOLATILE MEMORY DEVICE, STORAGE DEVICE INCLUDING NONVOLATILE MEMORY DEVICE, AND OPERATING METHOD OF NONVOLATILE MEMORY DEVICE)	SSE	G11C	G11C16/12
2082	10-2020-0053130	레이저 결정화 장치(LASER CRYSTALLING APPARATUS)	SSD	B23K	H01L21/02675
2083	10-2021-7031608	비면허 스펙트럼에 대한 PDSCH의 자원 매핑을 위한 방법 및 장치(METHOD AND APPARATUS FOR RESOURCE MAPPING OF PDSCH ON UNLICENSED SPECTRUM)	SSE	H04W	B29D11/00076
2084	10-2020-0053258	표시 장치(Display device)	SSD	H01L	G05B2219/37565
2085	10-2021-7028612	적응적 루프 필터링을 위한 경계 처리(BOUNDARY HANDLING FOR ADAPTIVE LOOP FILTERING)	QLC	H04N	H04N19/593
2086	10-2021-7028592	비디오 코딩에서의 암시적 변환 선택(IMPLICIT TRANSFORM SELECTION IN VIDEO CODING)	QLC	H04N	B21B2201/04
2087	10-2020-0053382	반도체 패키지(semiconductor package)	SSE	H01L	H01L23/49816
2088	10-2021-7035111	차량에 장착되는 TCU를 제어하는 서버에서 하향링크 데이터를 효과적으로 전송하는 방안(METHOD FOR EFFECTIVELY TRANSMITTING DOWNLINK DATA BY SERVER FOR CONTROLLING TCU MOUNTED IN VEHICLE)	LGE	H04W	B29K2233/20
2089	10-2021-7029091	비디오 코딩에서 적응 파라미터 세트 (APS) 를 갖는 블록-기반 적응 루프 필터 (ALF)(BLOCK-BASED ADAPTIVE LOOP FILTER (ALF) WITH ADAPTIVE PARAMETER SET (APS) IN VIDEO CODING)	QLC	H04N	A61C2202/01
2090	10-2021-7034887	적응적 루프 필터 기반 비디오 또는 영상 코딩(ADAPTIVE LOOP FILTER-BASED VIDEO OR IMAGE CODING)	LGE	H04N	H04N19/80
2091	10-2020-0051421	로봇 청소기(Robot Cleaner)	LGE	A47L	E04F2203/06
2092	10-2021-7036124	다수의 디스플레이 모드를 갖는 미디어 아이템들을 탐색, 디스플레이, 및 편집하기 위한 디바이스, 방법, 및 그래픽 사용자 인터페이스(DEVICES, METHODS, AND GRAPHICAL USER INTERFACES FOR NAVIGATING, DISPLAYING, AND EDITING MEDIA ITEMS WITH MULTIPLE DISPLAY MODES)	APPLE	G06F	G06F3/04883
2093	10-2021-7033014	보안 비행 시간 응용 분야들을 위한 채널 추정 결합(CHANNEL ESTIMATION COMBINING FOR SECURE TIME OF FLIGHT APPLICATIONS)	APPLE	H04L	H04L25/0212
2094	10-2021-0151737	송신 장치 및 그의 리피티션 방법(TRANSMITTER AND REPETITION METHOD THEREOF)	SSE	H03M	G05B2219/34263
2095	10-2021-0151734	공기 조화기 및 이의 제어 방법(AIR CONDITIONER AND CONTROLLING METHOD THEREOF)	SSE	F24F	F24F11/43
2096	10-2021-0146844	와이어폼 부착 메커니즘을 통한 결합을 위한 이어팁(EARTIPS FOR COUPLING VIA WIREFORM ATTACHMENT MECHANISMS)	APPLE	H04R	G01K13/028
2097	10-2021-7034636	디스플레이 장치(DISPLAY DEVICE)	LGE	H04N	F25J2215/10
2098	10-2020-0053287	동형 암복호화 장치, 상기 장치를 포함하는 시스템, 및 동형 암복호화의 수행 방법(DEVICE OF PERFORMING HOMOMORPHIC ENCRYPTION AND DECRYPTION, SYSTEM INCLUDING THE SAME, METHOD OF PERFORMING HOMOMORPHIC ENCRYPTION AND DECRYPTION)	SSE	H04L	G05B2219/23213
2099	10-2021-0150825	박막 트랜지스터 기판(Thin Film Transistor Substrate)	LGD	H01L	H05H2007/045
2100	10-2020-0053446	반도체 패키지 및 그 제조 방법(semiconductor package and method for manufacturing the same)	SSE	H01L	H01L25/0657
2101	10-2020-0053365	저전력 무선 통신을 이용하는 전자 장치 및 그 방법(ELECTRONIC DEVICE UTILIZING LOW POWER WIRELESS COMMUNICATION AND METHOD THEREOF)	SSE	H04W	C12Q2326/92
2102	10-2020-0053215	반도체 패키지(Semiconductor package)	SSE	H01L	H01L2224/81897
2103	10-2020-0053185	공기 조화기의 제어방법(Method of controlling a air conditioner)	LGE	F24F	F24F13/222
2104	10-2020-0053360	고주파 안테나 모듈 및 이를 이용하는 전자 장치(ANTENNA MOUDULE AND ELECTRONIC DEVICE USING THE SAME)	SSE	H04B	H01L23/66
2105	10-2020-0053389	반도체 패키지의 제조 방법(Method of manufacturing semiconductor package)	SSE	H01L	C12N2501/2317
2106	10-2020-0053309	전자 장치 및 전자 장치에서 배터리 공유 방법(ELECTRONIC DEVICE, AND METHOD FOR SHARING BATTERY IN ELECTRONIC DEVICE)	SSE	H04M	A45C2011/003
2107	10-2020-0053393	유기금속 화합물, 이를 포함한 유기 발광 소자 및 이를 포함한 진단용 조성물(ORGANOMETALLIC COMPOUND, ORGANIC LIGHT EMITTING DEVICE INCLUDING THE SAME AND A COMPOSITION FOR DIAGNOSING INCLUDING THE SAME)	SSE	C07F	H01L51/0062
2108	10-2020-0053353	반도체 패키지(SEMICONDUCTOR PACKAGE)	SSE	H01L	E04C2002/3416
2109	10-2021-7034392	NR V2X에서 사이드링크 참조 신호를 전송하는 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING SIDELINK REFERENCE SIGNAL IN NR V2X)	LGE	H04L	F16D2500/1087
2110	10-2021-7034838	V2X(VEHICLE-TO-EVERYTHING) 통신을 위한 RRC(RADIO RESOURCE CONTROL) 연결을 개시하는 방법 및 장치(METHOD AND APPARATUS FOR INITIATING RADIO RESOURCE CONTROL (RRC) CONNECTION FOR VEHICLE-TO-EVERYTHING (V2X) COMMUNICATION)	SSE	H04W	H04W4/40
2111	10-2021-0151628	유기발광표시패널, 유기발광표시장치 및 그 구동방법(ORGANIC LIGHT EMITTING DISPLAY PANEL, ORGANIC LIGHT EMITTING DISPLAY DEVICE, AND THE METHOD FOR DRIVING THE ORGANIC LIGHT EMITTING DISPLAY DEVICE)	LGD	G09G	G05B2219/25155
2112	10-2021-0147048	공기조화기(Air Conditional)	SSE	F24F	B60N2/466
2113	10-2020-0053178	반도체 패키지용 테스트 모듈(TEST MODULE FOR A SEMICONDUCTOR PACKAGE)	SSE	G01R	H03K5/1502
2114	10-2021-7032911	무선 통신 시스템에서 신호를 송수신하는 방법 및 이를 지원하는 장치(METHOD FOR TRANSMITTING AND RECEIVING SIGNALS AND APPARATUS FOR SUPPORTING SAME IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04L	F16D23/08
2115	10-2021-7035305	폐쇄형 네트워크에 대한 액세스를 지원하는 방법, UE, 기지국 및 판독가능 저장 매체(METHOD FOR SUPPORTING ACCESS TO CLOSED NETWORK, UE, BASE STATION AND READABLE STORAGE MEDIUM)	SSE	H04W	H04T2001/205
2116	10-2021-7030335	무선 통신 네트워크에서 조건부 핸드오버를 실행하기 위한 방법 및 장치(METHOD AND APPARATUS FOR EXECUTING CONDITIONAL HANDOVER IN WIRELESS COMMUNICATION NETWORK)	SSE	H04W	B60K2370/66
2117	10-2021-0150800	유기 발광 표시 장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE)	SSD	H01L	H01L27/323
2118	10-2021-7033673	네트워크 장애를 대처하기 위한 방안(METHOD FOR HANDLING NETWORK FAILURE)	LGE	H04W	H04W60/00
2119	10-2021-7033433	5G 신무선 상향링크 위치결정 참조 신호를 구성하는 방법 및 장치(METHODS AND APPARATUS FOR CONFIGURING 5G NEW RADIO UPLINK POSITIONING REFERENCE SIGNALS)	SSE	H04L	F02P7/0775
2120	10-2021-7032213	다수의 서비스 유형들이 있는 통신 시스템들에서의 스케줄링(SCHEDULING IN COMMUNICATION SYSTEMS WITH MULTIPLE SERVICE TYPES)	SSE	H04L	F01K7/226
2121	10-2021-7031313	제거가능 렌즈를 갖는 디스플레이 및 시력 교정 시스템(DISPLAY AND VISION CORRECTION SYSTEM WITH REMOVABLE LENS)	APPLE	G02B	G02B27/0172
2122	10-2021-7035311	데이터를 송수신하는 방법 및 통신 기기(METHOD AND COMMUNICATION APPARATUS FOR TRANSMITTING AND RECEIVING DATA)	LGE	H04B	E21D11/34
2123	10-2021-0148021	산화물 반도체막 및 반도체 장치(OXIDE SEMICONDUCTOR FILM AND SEMICONDUCTOR DEVICE)	SEL	H01L	H01L29/04
2124	10-2021-0140311	반도체 장치(SEMICONDUCTOR DEVICES)	SSE	H01L	H01L27/11524
2125	10-2021-7030107	물리 하향링크 제어채널 모니터링 방법 및 상기 방법을 이용하는 장치(METHOD FOR MONITORING PHYSICAL DOWNLINK CONTROL CHANNEL, AND DEVICE USING SAME)	LGE	H04W	H04J2211/005
2126	10-2021-0148137	표시장치(DISPLAY DEVICE)	SSD	G06F	G06F2203/04111
2127	10-2021-0032287	그래픽 파이프라인에서 효율적인 블렌딩을 위한 방법 및 장치(METHODS AND APPARATUS FOR EFFICIENT BLENDING IN GRAPHICS PIPELINE)	SSE	G06T	G06F7/4986
2128	10-2021-7027764	그룹 기반 빔 표시 및 시그널링(GROUP-BASED BEAM INDICATION AND SIGNALING)	QLC	H04L	F42B4/02
2129	10-2021-0144866	방송 신호 송신 장치, 방송 신호 송신 방법, 방송 신호 수신 장치 및 방송 수신 신호 방법(BROADCAST SIGNAL TRANSMISSION APPARATUS, BROADCAST SIGNAL TRANSMISSION METHOD, BROADCAST SIGNAL RECEPTION APPARATUS AND BROADCAST SIGNAL RECEPTION METHOD)	LGE	H04N	H04N21/2362
2130	10-2021-7035225	온-디바이스 기계 학습 플랫폼(ON-DEVICE MACHINE LEARNING PLATFORM)	GOOGLE	G06N	G06N20/00
2131	10-2021-7035092	준지속적 스케줄링을 위한 장치 및 방법(APPARATUS AND METHOD FOR SEMI-PERSISTENT SCHEDULING)	SSE	H04W	H04W72/1289
2132	10-2021-7033672	네트워크 장애를 대처하기 위해 다른 PLMN에 접속하는 방안(METHOD FOR ACCESSING ANOTHER PLMN TO DEAL WITH NETWORK FAILURE)	LGE	H04W	G06K15/1223
2133	10-2021-0144392	발광 장치, 전자 기기, 및 조명 장치(LIGHT-EMITTING DEVICE, ELECTRONIC DEVICE, AND LIGHTING DEVICE)	SEL	H05B	H01J31/20
2134	10-2020-0154402	수평으로 실장되는 커패시터 모듈 및 그것이 실장된 전자 회로(CAPACITOR MODULE MOUNTED HORIZONTALLY AND ELECTRONIC CIRCUIT MOUNTING THE SAME)	SSE	H01G	H05K1/111
2135	10-2020-0052692	반도체 장치(SEMICONDUCTOR DEVICE)	SSE	H01L	G05B2219/25
2136	10-2020-0052062	발광 소자 및 이를 포함하는 표시 장치(Light emitting element and display device comprising the same)	SSD	H01L	G01N2021/0156
2137	10-2021-7031010	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	H01L	H01L39/145
2138	10-2021-7034951	표시 장치 및 그 제조방법(DISPLAY DEVICE AND METHOD FOR MANUFACTURING THE SAME)	SEL	H01L	C12Q2326/92
2139	10-2021-7031377	시맨틱 지능형 태스크 학습 및 적응형 실행 방법 및 시스템(METHOD AND SYSTEM FOR SEMANTIC INTELLIGENT TASK LEARNING AND ADAPTIVE EXECUTION)	SSE	G06F	G10L15/22
2140	10-2020-0052539	반도체 소자(Semiconductor device)	SSE	H01L	H01S5/32341
2141	10-2021-0053101	이미지 증강을 위한 방법 및 전자 장치(METHOD AND ELECTRONIC DEVICE FOR IMAGE AUGMENTATION)	SSE	G06T	F16B2200/20
2142	10-2020-0052897	표시 장치(Display apparatus)	SSD	H01L	H01J11/36
2143	10-2020-0052327	유기 전계 발광 소자 및 유기 전계 발광 소자용 화합물(ORGANIC ELECTROLUMINESCENCE DEVICE AND COMPOUND FOR ORGANIC ELECTROLUMINESCENCE DEVICE)	SSD	H01L	C07C35/42
2144	10-2020-0052277	반도체 장치(SEMICONDUCTOR DEVICES)	SSE	H01L	H01L23/5286
2145	10-2021-7033674	네트워크 장애를 대처하기 위해 다른 PLMN에 접속한 후 화면을 표시하는 방안(METHOD FOR DISPLAYING SCREEN AFTER CONNECTING TO ANOTHER PLMN TO HANDLE NETWORK FAILURE)	LGE	H04W	H04W60/00
2146	10-2021-7033675	네트워크 장애를 대처하기 위한 방안(METHOD FOR MANAGING NETWORK FAILURES)	LGE	H04W	H04W60/00
2147	10-2020-0052775	표시 패널(DISPLAY PANEL)	SSD	H01L	H01L27/322
2148	10-2020-0052765	전자 장치 및 이의 제조 방법(DISPLAY APPARATUS AND METHOD OF MANUFACTURING THE SAME)	SSD	H01L	C12Q2326/92
2149	10-2020-0052315	윈도우 및 이를 포함하는 표시장치(WINDOW AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	C03C	H04L12/2803
2150	10-2020-0052904	유기발광 디스플레이 장치 및 그 제조방법(Organic light-emitting display and method for manufacturing the same)	SSD	H01L	H01L2221/1084
2151	10-2020-0052894	집적회로 소자(Integrated circuit device)	SSE	H01L	H01L21/76829
2152	10-2020-0052784	표시 장치(DISPLAY DEVICE)	SSD	G09G	G09G2230/00
2153	10-2020-0052896	표시 장치의 제조장치 및 제조방법(Apparatus and method for manufacturing display device)	SSD	H01L	H05K7/20345
2154	10-2020-0052606	반도체 장치(SEMICONDUCTOR DEVICE)	SSE	H01L	H01B3/34
2155	10-2021-7034622	촬상 장치, 촬상 모듈, 전자 기기, 및 촬상 시스템(IMAGING DEVICE, IMAGING MODULE, ELECTRONIC DEVICE, AND IMAGING SYSTEM)	SEL	H04N	C23G5/02835
2156	10-2021-7033382	BDPCM을 이용한 영상 부호화/복호화 방법, 장치 및 비트스트림을 전송하는 방법(VIDEO ENCODING/DECODING METHOD AND DEVICE USING BDPCM, AND METHOD FOR TRANSMITTING BITSTREAM)	LGE	H04N	H04N2007/30
2157	10-2021-7034398	무선 통신 시스템에서 채널 엑세스 방법 및 이를 수행하는 장치(METHOD FOR CHANNEL ACCESS IN WIRELESS COMMUNICATION SYSTEM AND APPARATUS FOR PERFORMING SAME)	LGE	H04W	G11B20/00724
2158	10-2020-0052662	의류처리장치(Laundry Treatment Apparatus)	LGE	D06F	B01F2003/04411
2159	10-2020-0052292	안테나 어레이를 포함하는 통신 장치(COMMUNICATION DEVICE INCLUDING ANTENNA ARRAYS)	SSE	H01Q	H01Q1/243
2160	10-2020-0051692	전원 전압 생성부, 이를 포함하는 표시 장치 및 이를 이용한 전원 전압 생성 방법(POWER VOLTAGE GENERATOR, DISPLAY APPARATUS INCLUDING THE SAME, METHOD OF GENERATING POWER VOLTAGE USING THE SAME)	SSD	G09G	B65C2210/0008
2161	10-2021-0049108	NR 사이드링크에 대한 동기화 검출 방법(SYNCHRONIZATION DETECTION METHOD FOR NR SIDELINK)	SSE	H04L	B23G1/267
2162	10-2021-7035460	디지털 어시스턴트와의 APPLE리케이션 통합(APPLICATION INTEGRATION WITH A DIGITAL ASSISTANT)	APPLE	G10L	G06F40/35
2163	10-2021-7028600	변환 스킵 모드를 위한 계수 코딩(COEFFICIENT CODING FOR TRANSFORM SKIP MODE)	QLC	H04N	C07C37/58
2164	10-2021-0147770	반도체 장치 및 그 제작 방법(SEMICONDUCTOR DEVICE AND METHOD FOR MANUFACTURING THE SAME)	SEL	H01L	G02F1/133345
2165	10-2021-7034191	부분 상호성에 기반한 멀티-유저 프리코더(MULTI-USER PRECODERS BASED ON PARTIAL RECIPROCITY)	SSE	H04B	H04B7/0456
2166	10-2020-0167019	반사 방지 필름 및 이를 포함하는 표시장치(ANTI REFLECTIVE FILM AND DISPLAY DEVICE HAVING THE SAME)	SSD	G02B	C09D183/04
2167	10-2021-0056021	적외선 흡수용 고분자, 적외선 흡수/차단 필름, 광전 소자, 센서 및 전자 장치(INFRARED ABSORBING POLYMER, INFRARED ABSORBING/CUTTING FILM, PHOTOELECTRIC DIODE, ORGANIC SENSOR AND ELECTRONIC DEVICE)	SSE	C08G	C07C243/34
2168	10-2020-0052899	유기발광 디스플레이 장치 및 그 제조방법(Organic light-emitting display and method for manufacturing the same)	SSD	H01L	H01L2224/3757
2169	10-2020-0052889	표시 패널 및 이를 구비한 표시 장치(DISPLAY PANEL AND DISPLAY APPARATUS INCLUDING THE SAME)	SSD	H01L	H01L27/3244
2170	10-2020-0052779	표시 장치 및 이의 구동 방법(DISPLAY DEVICE AND METHOD OF DRIVING THE SAME)	SSD	G09G	B61L3/16
2171	10-2020-0052689	표시 장치 및 이의 감마 보정 방법(DISPLAY APPARATUS AND METHOD OF COMPENSATING GAMMA VALUE OF THE SAME)	SSD	G09G	G09G2320/0673
2172	10-2020-0052419	웨이퍼 검사 장치 및 방법(INSPECTION APPARATUS OF WAFER AND METHOD)	SSE	H01L	G01B11/06
2173	10-2020-0052319	잉크젯 인쇄 장비 및 검사모듈의 검사방법(INKJET PRINTING DEVICE AND INSPECTION METHOD OF INSPECTION MODULE)	SSD	B41J	G01B13/19
2174	10-2020-0051949	표시 장치의 제조 장치 및 표시 장치의 제조 방법(APPARATUS FOR MANUFACTURING DISPLAY DEVICE AND METHOD FOR MANUFACTURING DISPLAY DEVICE)	SSD	H01L	H01J9/24
2175	10-2020-0148201	단안 이벤트-기반 센서를 사용하는 모션 추정의 시스템 및 방법(SYSTEMS AND METHODS OF MOTION ESTIMATION USING MONOCULAR EVENT-BASED SENSOR)	SSE	H04N	G05B2219/35458
2176	10-2020-0052891	이미지 압축 방법, 인코더, 및 인코더를 포함하는 카메라 모듈(IMAGE COMPRESSING METHOD, ENCODER, AND CAMERA MODULE INCLUDING THE ENCODER)	SSE	H04N	G05B2219/37281
2177	10-2020-0052841	통신 시스템에서 시간 및 주파수 오프셋 지시 방법 및 장치(METHOD AND APPARATUS FOR INDICATION OF TIME AND FREQUENCY OFFSET IN COMMUNICATIONS SYSTEM)	SSE	H04W	B65H2301/4431
2178	10-2020-0052857	주파수 대역을 공유하는 이종 통신 기술을 지원하는 전자 장치 및 그의 동작 방법(ELECTRONIC DEVICE FOR SUPPORTING HETEROGENEOUS COMMUNICATION TECHNOLOGY SHARING FREQUENCY BAND AND METHOD THEREOF)	SSE	H04W	C10M2207/246
2179	10-2020-0052821	표시장치와 그 픽셀 열화 보상 방법(DISPLAY DEVICE AND METHOD OF compensatiNG PIXEL Deterioration THEREOF)	LGD	G09G	H04N5/58
2180	10-2020-0052687	진공 청소기(VACUUM CLEANER)	LGE	A47L	A47L5/362
2181	10-2021-7028603	상이한 크로마 포맷을 사용한 필터링되지 않은 참조 샘플로의 비디오 코딩(VIDEO CODING WITH UNFILTERED REFERENCE SAMPLES USING DIFFERENT CHROMA FORMATS)	QLC	H04N	G10H2240/095
2182	10-2020-0052661	의류처리장치(Laundry Treatment Apparatus)	LGE	D06F	B01F7/088
2183	10-2020-0052377	간섭 안료 입자와 이의 제조 방법 및 간섭 안료 입자를 포함하는 전기 영동 표시 장치(INTERFERENCE PIGMENT PARTICLE AND MANUFACTURING METHOD THEREOF AND ELECTROPHORETIC DISPLAY DEVICE INCLUDING THE INTERFERENCE PIGMENT PARTICLE)	LGD	C09C	H01H71/0257
2184	10-2020-0052481	이벤트 기반 비전센서 및 센서 모듈(Event-based vision sensor and sensor module)	LGE	H04N	G05B2219/15066
2185	10-2020-0052267	팬모터(Fan Motor)	LGE	H02K	H02K5/22
2186	10-2020-0052281	백라이트 유닛 및 디스플레이 장치(BACKLIGHT UNIT AND DISPLAY DEVICE)	LGD	F21V	G02F1/1336
2187	10-2020-0052147	센서 및 전자 장치(SENSOR AND ELECTRONIC DEVICE)	SSE	H01L	G11B5/642
2188	10-2020-0052231	배선 구조체 및 이를 포함하는 반도체 패키지(Interconnection structure and Semiconductor package including the same)	SSE	H01L	H01L2224/32135
2189	10-2020-0051927	이미지 부호화 장치, 이미지 센싱 장치 및 이미지 부호화 장치의 동작 방법(AN IMAGE ENCODER, AN IMAGE SENSING DEVICE, AND AN OPERATING METHOD OF THE IMAGE ENCODER)	SSE	H04N	G05B2219/37587
2190	10-2020-0051837	통신 그룹에 속한 디바이스들 간의 통신을 제어하는 방법 및 장치(MEHTOD AND APPARATUS FOR CONTROLLING COMMUNICATION BETWEEN DEVICES PARTICIPATING IN A COMMUNICATION GRUOP)	SSE	H04W	G01V2210/42
2191	10-2020-0051827	디스플레이 장치(Display apparatus)	SSD	H01L	H01L27/322
2192	10-2020-0051761	반도체 장치의 제조를 위한 방법 및 컴퓨팅 장치(METHOD AND COMPUTING DEVICE FOR MANUFACTURING SEMICONDUCTOR DEVICE)	SSE	H01L	C22B34/1213
2193	10-2020-0051751	지문 센서와 그를 포함한 표시 장치(FINGERPRINT SENSOR AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	H01L	G06K9/0002
2194	10-2021-0145364	송풍장치 및 이를 포함하는 공기조화기의 실외기(BLOWER AND OUTDOOR UNIT OF AIR CONDITIONER HAVING THE SAME)	SSE	F24F	F04D29/441
2195	10-2020-0052883	화소 및 이를 구비하는 유기발광 디스플레이 장치(Pixel and organic light-emitting display device comprising the same)	SSD	H01L	H01L2224/3757
2196	10-2021-0054224	발광 디바이스, 금속 착체, 발광 장치, 전자 기기, 및 조명 장치(LIGHT-EMITTING DEVICE, METAL COMPLEX, LIGHT-EMITTING APPARATUS, ELECTRONIC APPARATUS, AND LIGHTING DEVICE)	SEL	H01L	H01L2224/95147
2197	10-2020-0052093	반도체 소자의 제조 방법(METHOD OF MANUFACTURING SEMICONDUCTOR ELEMENT)	SSD	H01L	C09K11/7703
2198	10-2020-0091254	트레이닝을 위해 사용되는 리소스를 감소시키기 위한 메모리 장치(MEMORY DEVICE FOR REDUCING RESOURCES USED FOR TRAINING)	SSE	G11C	G11C2207/105
2199	10-2020-0052884	유기금속 화합물, 이를 포함한 유기 발광 소자 및 상기 유기 발광 소자를 포함한 전자 장치(Organometallic compound, organic light emitting device including the same and electronic apparatus including the organic light emitting device)	SSE	C07F	H01L51/0062
2200	10-2020-0052905	영상을 스케일링하는 전자 장치 및 그 동작 방법(Electronic device and operating method for scaling image)	SSE	G06T	G05B2219/15102
2201	10-2020-0052816	마이크로 LED와 TFT 층 간 접합구조를 포함하는 디스플레이 모듈(DISPLAY MODULE HAVING CONNECTION STRCTURE BETWEEN MICRO LED AND TFT LAYER)	SSE	H01L	F25D2400/36
2202	10-2020-0052586	증강 현실 장치 및 그 제어 방법(AUGMENTED REALITY DEVICE AND METHOD FOR CONTROLLING THE SAME)	SSE	H04N	H04N5/23245
2203	10-2020-0052506	연결 부재를 구비하는 연성 회로 기판을 포함하는 전자 장치(ELETRONIC DEVICE INCLUDING FLEXIBLE PRINTED CIRCUIT BOARD EQUIPPED WITH CONNECTING COMPONENT)	SSE	H05K	H04M1/0277
2204	10-2020-0052366	디스플레이 장치 및 그의 동작 방법(DISPLAY DEVICE AND OPERATING METHOD THEREOF)	LGE	H04N	H04W4/60
2205	10-2020-0052115	이미지 병합 방법 및 이를 수행하는 데이터 처리 장치(Method of merging images and data processing device performing the same)	SSE	G06T	F05D2270/0831
2206	10-2020-0052046	중앙의 파워 레일들을 갖는 스탠다드 셀 및 스탠다드 셀 블록(Standard Cells Having Powerrails at a central region and Standard Cell Blocks Having the Same)	SSE	H01L	E01B9/681
2207	10-2020-0052036	디스플레이 장치 및 그 제어 방법(DISPLAY APPARATUS AND CONTROLLING METHOD THEREOF)	SSE	H02J	H01R29/00
2208	10-2020-0051826	표시 장치의 제조장치 및 표시 장치의 제조방법(Apparatus for manufacturing a display apparatus and Method for manufacturing a display apparatus)	SSD	H01L	H01J9/42
2209	10-2020-0051356	표시 장치(DISPLAY DEVICE)	SSD	G02F	G02F1/136286
2210	10-2020-0051555	데이터 드라이버 및 데이터 드라이버를 포함하는 표시 장치(DATA DRIVER AND DISPLAY DEVICE A DATA DRIVER)	SSD	G09G	G09G3/3688
2211	10-2020-0051336	레이저 절단 장치(LAZER CUTTING DEVICE)	SSD	B23K	H01S3/0943
2212	10-2020-0051395	디지타이저 및 이를 포함하는 표시 장치(DIGITIZER AND FOLDABLE DISPLAY DEVICE INCLUDING THE SAME)	SSD	G06F	C22B3/0075
